Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Corn_area
COUNTY,TEXAS,48,BLACKLANDS,40,ROCKWALL,397,"4,620"
COUNTY,TEXAS,48,BLACKLANDS,40,TARRANT,439, 
COUNTY,TEXAS,48,BLACKLANDS,40,WILLIAMSON,491,"1,08,423"
COUNTY,TEXAS,48,COASTAL BEND,82,KLEBERG,273,"6,362"
COUNTY,TEXAS,48,COASTAL BEND,82,NUECES,355,"24,820"
COUNTY,TEXAS,48,COASTAL BEND,82,REFUGIO,391,"3,811"
COUNTY,TEXAS,48,COASTAL BEND,82,SAN PATRICIO,409,"19,756"
COUNTY,TEXAS,48,CROSS TIMBERS,30,BROWN,49, 
COUNTY,TEXAS,48,CROSS TIMBERS,30,CLAY,77, 
COUNTY,TEXAS,48,CROSS TIMBERS,30,COMANCHE,93,"1,060"
COUNTY,TEXAS,48,CROSS TIMBERS,30,ERATH,143, 
COUNTY,TEXAS,48,CROSS TIMBERS,30,MILLS,333, 
COUNTY,TEXAS,48,CROSS TIMBERS,30,PARKER,367,21
COUNTY,TEXAS,48,CROSS TIMBERS,30,SHACKELFORD,417, 
COUNTY,TEXAS,48,CROSS TIMBERS,30,WISE,497,16
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,ANDERSON,1,"2,416"
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,BOWIE,37,"3,327"
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,CASS,67,6
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,FRANKLIN,159, 
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HARRISON,203, 
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HENDERSON,213,18
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HOPKINS,223, 
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HOUSTON,225, 
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,NACOGDOCHES,347, 
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,PANOLA,365, 
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,RED RIVER,387,484
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,RUSK,401,26
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,SHELBY,419, 
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,SMITH,423,18
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,TITUS,449, 
COUNTY,TEXAS,48,EAST TEXAS NORTH,51,WOOD,499, 
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,BRAZOS,41,"1,788"
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,FREESTONE,161, 
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,GRIMES,185, 
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,HARDIN,199,5
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,JASPER,241,17
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,LEON,289, 
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,MADISON,313,"2,749"
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,MONTGOMERY,339,21
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,NEWTON,351,29
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,POLK,373,14
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,ROBERTSON,395,"19,593"
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,SABINE,403, 
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,SAN AUGUSTINE,405,13
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,TRINITY,455, 
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,WALKER,471, 
COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,WALLER,473,"4,399"
COUNTY,TEXAS,48,EDWARDS PLATEAU,70,BURNET,53, 
COUNTY,TEXAS,48,EDWARDS PLATEAU,70,CONCHO,95,543
COUNTY,TEXAS,48,EDWARDS PLATEAU,70,EDWARDS,137, 
COUNTY,TEXAS,48,EDWARDS PLATEAU,70,GILLESPIE,171,"2,351"
COUNTY,TEXAS,48,EDWARDS PLATEAU,70,KENDALL,259,360
COUNTY,TEXAS,48,EDWARDS PLATEAU,70,MCCULLOCH,307,900
COUNTY,TEXAS,48,EDWARDS PLATEAU,70,REAGAN,383,"4,020"
COUNTY,TEXAS,48,EDWARDS PLATEAU,70,SCHLEICHER,413, 
COUNTY,TEXAS,48,EDWARDS PLATEAU,70,TOM GREEN,451,"2,677"
COUNTY,TEXAS,48,EDWARDS PLATEAU,70,UPTON,461,600
COUNTY,TEXAS,48,EDWARDS PLATEAU,70,UVALDE,463,"15,165"
COUNTY,TEXAS,48,LOWER VALLEY,97,CAMERON,61,"29,631"
COUNTY,TEXAS,48,LOWER VALLEY,97,HIDALGO,215,"41,516"
COUNTY,TEXAS,48,LOWER VALLEY,97,STARR,427,"6,317"
COUNTY,TEXAS,48,LOWER VALLEY,97,WILLACY,489,"16,838"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,ARMSTRONG,11,"3,790"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,BRISCOE,45, 
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,CARSON,65,"30,309"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,CASTRO,69,"44,464"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,DALLAM,111,"83,958"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,DEAF SMITH,117,"31,879"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,FLOYD,153,"12,016"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,GRAY,179,"5,117"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,HALE,189,"32,612"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,HANSFORD,195,"56,399"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,HARTLEY,205,"67,135"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,HEMPHILL,211, 
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,HUTCHINSON,233,"9,354"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,LIPSCOMB,295,"10,221"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,MOORE,341,"46,530"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,OCHILTREE,357,"22,857"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,OLDHAM,359, 
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,PARMER,369,"24,624"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,POTTER,375, 
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,RANDALL,381,"4,118"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,ROBERTS,393, 
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,SHERMAN,421,"1,05,588"
COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,SWISHER,437,"6,182"
COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,DICKENS,125, 
COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,DONLEY,129,"1,684"
COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,GARZA,169, 
COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,HALL,191,"1,461"
COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,MOTLEY,345, 
COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,WHEELER,483,962
COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,WICHITA,485,689
COUNTY,TEXAS,48,NORTHERN LOW PLAINS,21,WILBARGER,487,191
COUNTY,TEXAS,48,SOUTH CENTRAL,81,AUSTIN,15,"6,522"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,BASTROP,21, 
COUNTY,TEXAS,48,SOUTH CENTRAL,81,BEE,25,"9,996"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,BEXAR,29,"8,829"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,BURLESON,51,"8,618"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,CALDWELL,55,"17,422"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,COLORADO,89,"13,724"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,COMAL,91,505
COUNTY,TEXAS,48,SOUTH CENTRAL,81,DE WITT,123,"5,406"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,FAYETTE,149,"11,570"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,GOLIAD,175,"8,698"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,GONZALES,177,"4,039"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,GUADALUPE,187,"24,243"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,HAYS,209,"5,310"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,KARNES,255,"13,593"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,LAVACA,285,"3,147"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,LEE,287,355
COUNTY,TEXAS,48,SOUTH CENTRAL,81,MEDINA,325,"24,560"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,TRAVIS,453,"14,828"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,WASHINGTON,477,46
COUNTY,TEXAS,48,SOUTH CENTRAL,81,WILSON,493,"7,000"
COUNTY,TEXAS,48,SOUTH TEXAS,96,ATASCOSA,13,"1,125"
COUNTY,TEXAS,48,SOUTH TEXAS,96,DIMMIT,127, 
COUNTY,TEXAS,48,SOUTH TEXAS,96,FRIO,163,"11,603"
COUNTY,TEXAS,48,SOUTH TEXAS,96,JIM WELLS,249,"16,767"
COUNTY,TEXAS,48,SOUTH TEXAS,96,LA SALLE,283, 
COUNTY,TEXAS,48,SOUTH TEXAS,96,LIVE OAK,297,"4,714"
COUNTY,TEXAS,48,SOUTH TEXAS,96,MCMULLEN,311,"1,500"
COUNTY,TEXAS,48,SOUTH TEXAS,96,ZAVALA,507,"5,856"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,BAILEY,17,"8,683"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,COCHRAN,79,"20,842"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,CROSBY,107,"2,498"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,GAINES,165,"5,100"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,GLASSCOCK,173,627
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,HOCKLEY,219,"12,398"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,LAMB,279,"35,043"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,LUBBOCK,303,"17,986"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,LYNN,305,"10,248"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,MIDLAND,329,"2,176"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,TERRY,445,"3,997"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,YOAKUM,501,"7,373"
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,COLEMAN,83,"16,105"
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,FISHER,151,"2,478"
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,HASKELL,207, 
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,MITCHELL,335, 
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,NOLAN,353, 
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,RUNNELS,399,767
COUNTY,TEXAS,48,TRANS-PECOS,60,EL PASO,141,6
COUNTY,TEXAS,48,TRANS-PECOS,60,PECOS,371, 
COUNTY,TEXAS,48,TRANS-PECOS,60,REEVES,389, 
COUNTY,TEXAS,48,UPPER COAST,90,BRAZORIA,39,"12,553"
COUNTY,TEXAS,48,UPPER COAST,90,CALHOUN,57,"12,298"
COUNTY,TEXAS,48,UPPER COAST,90,CHAMBERS,71, 
COUNTY,TEXAS,48,UPPER COAST,90,FORT BEND,157,"17,794"
COUNTY,TEXAS,48,UPPER COAST,90,HARRIS,201,"4,913"
COUNTY,TEXAS,48,UPPER COAST,90,JACKSON,239,"89,140"
COUNTY,TEXAS,48,UPPER COAST,90,LIBERTY,291, 
COUNTY,TEXAS,48,UPPER COAST,90,MATAGORDA,321,"32,924"
COUNTY,TEXAS,48,UPPER COAST,90,ORANGE,361,6
COUNTY,TEXAS,48,UPPER COAST,90,VICTORIA,469,"25,023"
COUNTY,TEXAS,48,UPPER COAST,90,WHARTON,481,"69,499"
COUNTY,UTAH,49,CENTRAL,50,JUAB,23,735
COUNTY,UTAH,49,CENTRAL,50,MILLARD,27,"6,027"
COUNTY,UTAH,49,CENTRAL,50,SANPETE,39, 
COUNTY,UTAH,49,CENTRAL,50,SEVIER,41,"2,249"
COUNTY,UTAH,49,CENTRAL,50,UTAH,49,"2,738"
COUNTY,UTAH,49,EASTERN,60,CARBON,7, 
COUNTY,UTAH,49,EASTERN,60,DUCHESNE,13,"2,130"
COUNTY,UTAH,49,EASTERN,60,EMERY,15, 
COUNTY,UTAH,49,EASTERN,60,GRAND,19, 
COUNTY,UTAH,49,EASTERN,60,SAN JUAN,37, 
COUNTY,UTAH,49,EASTERN,60,UINTAH,47,"2,854"
COUNTY,UTAH,49,EASTERN,60,WASATCH,51, 
COUNTY,UTAH,49,NORTHERN,10,BOX ELDER,3,"10,274"
COUNTY,UTAH,49,NORTHERN,10,CACHE,5,"1,935"
COUNTY,UTAH,49,NORTHERN,10,DAVIS,11, 
COUNTY,UTAH,49,NORTHERN,10,MORGAN,29, 
COUNTY,UTAH,49,NORTHERN,10,SALT LAKE,35, 
COUNTY,UTAH,49,NORTHERN,10,WEBER,57,89
COUNTY,UTAH,49,SOUTHERN,70,BEAVER,1,"2,140"
COUNTY,UTAH,49,SOUTHERN,70,IRON,21,"1,506"
COUNTY,UTAH,49,SOUTHERN,70,PIUTE,31, 
COUNTY,UTAH,49,SOUTHERN,70,WASHINGTON,53, 
COUNTY,VERMONT,50,ALL COUNTIES,10,ADDISON,1,618
COUNTY,VERMONT,50,ALL COUNTIES,10,BENNINGTON,3, 
COUNTY,VERMONT,50,ALL COUNTIES,10,CALEDONIA,5,246
COUNTY,VERMONT,50,ALL COUNTIES,10,CHITTENDEN,7,237
COUNTY,VERMONT,50,ALL COUNTIES,10,ESSEX,9,345
COUNTY,VERMONT,50,ALL COUNTIES,10,FRANKLIN,11,"5,527"
COUNTY,VERMONT,50,ALL COUNTIES,10,GRAND ISLE,13, 
COUNTY,VERMONT,50,ALL COUNTIES,10,LAMOILLE,15, 
COUNTY,VERMONT,50,ALL COUNTIES,10,ORANGE,17,43
COUNTY,VERMONT,50,ALL COUNTIES,10,ORLEANS,19,66
COUNTY,VERMONT,50,ALL COUNTIES,10,RUTLAND,21,"1,174"
COUNTY,VERMONT,50,ALL COUNTIES,10,WASHINGTON,23,52
COUNTY,VERMONT,50,ALL COUNTIES,10,WINDHAM,25, 
COUNTY,VIRGINIA,51,CENTRAL,50,ALBEMARLE,3,"1,449"
COUNTY,VIRGINIA,51,CENTRAL,50,AMELIA,7,"4,371"
COUNTY,VIRGINIA,51,CENTRAL,50,AMHERST,9, 
COUNTY,VIRGINIA,51,CENTRAL,50,APPOMATTOX,11,534
COUNTY,VIRGINIA,51,CENTRAL,50,BEDFORD,19,488
COUNTY,VIRGINIA,51,CENTRAL,50,BUCKINGHAM,29,"1,432"
COUNTY,VIRGINIA,51,CENTRAL,50,CAMPBELL,31,755
COUNTY,VIRGINIA,51,CENTRAL,50,CAROLINE,33,"11,788"
COUNTY,VIRGINIA,51,CENTRAL,50,CHESTERFIELD,41,436
COUNTY,VIRGINIA,51,CENTRAL,50,CUMBERLAND,49,734
COUNTY,VIRGINIA,51,CENTRAL,50,FLUVANNA,65, 
COUNTY,VIRGINIA,51,CENTRAL,50,GOOCHLAND,75,"2,521"
COUNTY,VIRGINIA,51,CENTRAL,50,GREENE,79, 
COUNTY,VIRGINIA,51,CENTRAL,50,HANOVER,85,"13,298"
COUNTY,VIRGINIA,51,CENTRAL,50,HENRICO,87,"1,657"
COUNTY,VIRGINIA,51,CENTRAL,50,LOUISA,109,"1,911"
COUNTY,VIRGINIA,51,CENTRAL,50,NELSON,125,508
COUNTY,VIRGINIA,51,CENTRAL,50,ORANGE,137,"5,281"
COUNTY,VIRGINIA,51,CENTRAL,50,POWHATAN,145,"1,166"
COUNTY,VIRGINIA,51,CENTRAL,50,PRINCE EDWARD,147,467
COUNTY,VIRGINIA,51,CENTRAL,50,SPOTSYLVANIA,177,"1,042"
COUNTY,VIRGINIA,51,EASTERN,60,ACCOMACK,1,"18,890"
COUNTY,VIRGINIA,51,EASTERN,60,CHARLES CITY,36,"7,063"
COUNTY,VIRGINIA,51,EASTERN,60,ESSEX,57,"16,994"
COUNTY,VIRGINIA,51,EASTERN,60,GLOUCESTER,73,"5,400"
COUNTY,VIRGINIA,51,EASTERN,60,JAMES CITY,95, 
COUNTY,VIRGINIA,51,EASTERN,60,KING AND QUEEN,97,"12,347"
COUNTY,VIRGINIA,51,EASTERN,60,KING GEORGE,99,"3,426"
COUNTY,VIRGINIA,51,EASTERN,60,KING WILLIAM,101,"8,813"
COUNTY,VIRGINIA,51,EASTERN,60,LANCASTER,103,"5,102"
COUNTY,VIRGINIA,51,EASTERN,60,MATHEWS,115,"1,076"
COUNTY,VIRGINIA,51,EASTERN,60,MIDDLESEX,119,"5,445"
COUNTY,VIRGINIA,51,EASTERN,60,NEW KENT,127,"3,501"
COUNTY,VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,"7,621"
COUNTY,VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,"13,185"
COUNTY,VIRGINIA,51,EASTERN,60,RICHMOND,159,"8,858"
COUNTY,VIRGINIA,51,EASTERN,60,WESTMORELAND,193,"8,761"
COUNTY,VIRGINIA,51,NORTHERN,20,CLARKE,43,"2,533"
COUNTY,VIRGINIA,51,NORTHERN,20,CULPEPER,47,"9,122"
COUNTY,VIRGINIA,51,NORTHERN,20,FAIRFAX,59,14
COUNTY,VIRGINIA,51,NORTHERN,20,FAUQUIER,61,"8,116"
COUNTY,VIRGINIA,51,NORTHERN,20,FREDERICK,69,"4,044"
COUNTY,VIRGINIA,51,NORTHERN,20,LOUDOUN,107,"5,965"
COUNTY,VIRGINIA,51,NORTHERN,20,MADISON,113,"6,532"
COUNTY,VIRGINIA,51,NORTHERN,20,PAGE,139,"3,786"
COUNTY,VIRGINIA,51,NORTHERN,20,PRINCE WILLIAM,153,926
COUNTY,VIRGINIA,51,NORTHERN,20,RAPPAHANNOCK,157, 
COUNTY,VIRGINIA,51,NORTHERN,20,ROCKINGHAM,165,"21,359"
COUNTY,VIRGINIA,51,NORTHERN,20,SHENANDOAH,171,"10,022"
COUNTY,VIRGINIA,51,NORTHERN,20,STAFFORD,179,"2,891"
COUNTY,VIRGINIA,51,NORTHERN,20,WARREN,187,360
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,BRUNSWICK,25,"1,012"
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,CHESAPEAKE CITY,550,"6,747"
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,DINWIDDIE,53,"5,564"
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,GREENSVILLE,81,"1,616"
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,ISLE OF WIGHT,93,"10,598"
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,MECKLENBURG,117,848
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,PRINCE GEORGE,149,"5,294"
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SOUTHAMPTON,175,"15,561"
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SUFFOLK CITY,800,"13,166"
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SURRY,181,"6,850"
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SUSSEX,183,"7,365"
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,VIRGINIA BEACH CITY,810,"5,224"
COUNTY,VIRGINIA,51,SOUTHERN,80,CHARLOTTE,37,"1,792"
COUNTY,VIRGINIA,51,SOUTHERN,80,FRANKLIN,67,"4,660"
COUNTY,VIRGINIA,51,SOUTHERN,80,HALIFAX,83,"1,611"
COUNTY,VIRGINIA,51,SOUTHERN,80,LUNENBURG,111,"1,203"
COUNTY,VIRGINIA,51,SOUTHERN,80,NOTTOWAY,135,"1,913"
COUNTY,VIRGINIA,51,SOUTHERN,80,PATRICK,141,749
COUNTY,VIRGINIA,51,SOUTHERN,80,PITTSYLVANIA,143,"2,405"
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,BLAND,21, 
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,BUCHANAN,27, 
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,CARROLL,35, 
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,DICKENSON,51, 
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,FLOYD,63,242
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,GILES,71,60
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,GRAYSON,77,135
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,LEE,105,"1,003"
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,MONTGOMERY,121,"1,015"
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,PULASKI,155, 
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,RUSSELL,167,250
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,SCOTT,169,281
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,SMYTH,173,99
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,TAZEWELL,185, 
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,WASHINGTON,191,340
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,WISE,195,97
COUNTY,VIRGINIA,51,SOUTHWESTERN,70,WYTHE,197,"1,479"
COUNTY,VIRGINIA,51,WESTERN,40,ALLEGHANY,5,146
COUNTY,VIRGINIA,51,WESTERN,40,AUGUSTA,15,"19,130"
COUNTY,VIRGINIA,51,WESTERN,40,BATH,17,299
COUNTY,VIRGINIA,51,WESTERN,40,BOTETOURT,23,"1,602"
COUNTY,VIRGINIA,51,WESTERN,40,CRAIG,45,319
COUNTY,VIRGINIA,51,WESTERN,40,HIGHLAND,91, 
COUNTY,VIRGINIA,51,WESTERN,40,ROCKBRIDGE,163,"1,561"
COUNTY,WASHINGTON,53,CENTRAL,20,BENTON,5,"18,435"
COUNTY,WASHINGTON,53,CENTRAL,20,CHELAN,7, 
COUNTY,WASHINGTON,53,CENTRAL,20,KITTITAS,37,181
COUNTY,WASHINGTON,53,CENTRAL,20,OKANOGAN,47,386
COUNTY,WASHINGTON,53,CENTRAL,20,YAKIMA,77,"16,550"
COUNTY,WASHINGTON,53,EAST CENTRAL,50,ADAMS,1,"4,724"
COUNTY,WASHINGTON,53,EAST CENTRAL,50,DOUGLAS,17,401
COUNTY,WASHINGTON,53,EAST CENTRAL,50,FRANKLIN,21,"15,422"
COUNTY,WASHINGTON,53,EAST CENTRAL,50,GRANT,25,"42,765"
COUNTY,WASHINGTON,53,EAST CENTRAL,50,LINCOLN,43,728
COUNTY,WASHINGTON,53,NORTHEAST,30,SPOKANE,63,932
COUNTY,WASHINGTON,53,SOUTHEAST,90,COLUMBIA,13, 
COUNTY,WASHINGTON,53,SOUTHEAST,90,WALLA WALLA,71,"6,064"
COUNTY,WASHINGTON,53,SOUTHEAST,90,WHITMAN,75,695
COUNTY,WASHINGTON,53,WESTERN,10,CLALLAM,9, 
COUNTY,WASHINGTON,53,WESTERN,10,CLARK,11,8
COUNTY,WASHINGTON,53,WESTERN,10,COWLITZ,15, 
COUNTY,WASHINGTON,53,WESTERN,10,GRAYS HARBOR,27, 
COUNTY,WASHINGTON,53,WESTERN,10,ISLAND,29, 
COUNTY,WASHINGTON,53,WESTERN,10,KING,33,7
COUNTY,WASHINGTON,53,WESTERN,10,LEWIS,41, 
COUNTY,WASHINGTON,53,WESTERN,10,PIERCE,53,19
COUNTY,WASHINGTON,53,WESTERN,10,SNOHOMISH,61, 
COUNTY,WASHINGTON,53,WESTERN,10,THURSTON,67, 
COUNTY,WASHINGTON,53,WESTERN,10,WHATCOM,73,58
COUNTY,WEST VIRGINIA,54,EASTERN,60,BERKELEY,3,"3,874"
COUNTY,WEST VIRGINIA,54,EASTERN,60,GRANT,23,243
COUNTY,WEST VIRGINIA,54,EASTERN,60,GREENBRIER,25,"1,410"
COUNTY,WEST VIRGINIA,54,EASTERN,60,HAMPSHIRE,27,534
COUNTY,WEST VIRGINIA,54,EASTERN,60,HARDY,31,"4,458"
COUNTY,WEST VIRGINIA,54,EASTERN,60,JEFFERSON,37,"10,767"
COUNTY,WEST VIRGINIA,54,EASTERN,60,MINERAL,57,"1,418"
COUNTY,WEST VIRGINIA,54,EASTERN,60,MONROE,63,466
COUNTY,WEST VIRGINIA,54,EASTERN,60,MORGAN,65,166
COUNTY,WEST VIRGINIA,54,EASTERN,60,PENDLETON,71,"1,897"
COUNTY,WEST VIRGINIA,54,EASTERN,60,POCAHONTAS,75,102
COUNTY,WEST VIRGINIA,54,EASTERN,60,RANDOLPH,83,714
COUNTY,WEST VIRGINIA,54,EASTERN,60,SUMMERS,89,15
COUNTY,WEST VIRGINIA,54,EASTERN,60,TUCKER,93,156
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,BARBOUR,1,44
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,BROOKE,9,137
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,DODDRIDGE,17,8
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,HANCOCK,29, 
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,HARRISON,33, 
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,LEWIS,41, 
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,MARION,49,20
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,MARSHALL,51,109
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,MONONGALIA,61,37
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,OHIO,69,496
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,PLEASANTS,73,11
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,PRESTON,77,"3,700"
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,RITCHIE,85, 
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,TAYLOR,91,5
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,TYLER,95,26
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,UPSHUR,97,6
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,WETZEL,103, 
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,WOOD,107,523
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,BRAXTON,7,73
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,CABELL,11,56
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,CALHOUN,13, 
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,CLAY,15,65
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,FAYETTE,19, 
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,GILMER,21,16
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,JACKSON,35,133
