State,County,Latitude,Longitude
TEXAS,GUADALUPE,29.6480061,-97.8279576
TEXAS,HAYS,30.0447901,-98.0393127
TEXAS,KARNES,28.8791858,-97.9062893
TEXAS,MEDINA,29.2836281,-99.1126826
TEXAS,TRAVIS,30.2878569,-97.7561392
TEXAS,WASHINGTON,30.2226352,-96.3936114
TEXAS,WILSON,29.1589961,-98.1251465
TEXAS,ATASCOSA,28.8554434,-98.5316314
TEXAS,DIMMIT,28.3821949,-99.7178226
TEXAS,FRIO,28.8352831,-99.1226618
TEXAS,JIM WELLS,27.8067733,-98.1084601
TEXAS,LIVE OAK,28.2678746,-98.101923
TEXAS,ZAPATA,26.9879626,-99.1673556
TEXAS,ZAVALA,28.8366612,-99.767631
TEXAS,ANDREWS,32.2690953,-102.6042447
TEXAS,BAILEY,34.0349194,-102.8149372
TEXAS,COCHRAN,33.5905096,-102.805677
TEXAS,CROSBY,33.5778818,-101.2855737
TEXAS,DAWSON,32.7410762,-101.9576048
TEXAS,GAINES,32.7044935,-102.6220553
TEXAS,GLASSCOCK,31.8640224,-101.4811312
TEXAS,HOCKLEY,33.5714311,-102.3110415
TEXAS,HOWARD,32.3047833,-101.4271085
TEXAS,LAMB,34.0321667,-102.3429233
TEXAS,LUBBOCK,33.5634402,-101.8792389
TEXAS,LYNN,33.1474257,-101.812592
TEXAS,MARTIN,32.2675039,-101.9190317
TEXAS,MIDLAND,31.83688,-102.0103767
TEXAS,TERRY,33.1514254,-102.3328121
TEXAS,YOAKUM,33.1536951,-102.833579
TEXAS,BAYLOR,33.574962,-99.2000611
TEXAS,COLEMAN,31.7766863,-99.4461098
TEXAS,FISHER,32.7090882,-100.3811922
TEXAS,HASKELL,33.1542164,-99.7199972
TEXAS,JONES,32.7135946,-99.8606106
TEXAS,KNOX,33.5871385,-99.7073621
TEXAS,MITCHELL,32.2898049,-100.9213003
TEXAS,NOLAN,32.2719306,-100.3987748
TEXAS,RUNNELS,31.8282551,-99.9779922
TEXAS,SCURRY,32.7225172,-100.9052015
TEXAS,STONEWALL,33.1571742,-100.2453011
TEXAS,TAYLOR,32.2793121,-99.8812612
TEXAS,BREWSTER,29.8462742,-103.2400734
TEXAS,EL PASO,31.7550511,-106.4882345
TEXAS,HUDSPETH,31.5388627,-105.4752945
TEXAS,PECOS,30.7857437,-102.8065415
TEXAS,REEVES,31.232003,-103.6583657
TEXAS,BRAZORIA,29.18161,-95.4993375
TEXAS,CALHOUN,28.5031572,-96.6736551
TEXAS,FORT BEND,29.511218,-95.7807348
TEXAS,HARRIS,29.8119769,-95.3741247
TEXAS,JACKSON,28.9224028,-96.55561
TEXAS,MATAGORDA,28.8879823,-96.0035095
TEXAS,VICTORIA,28.8026443,-96.9766308
TEXAS,WHARTON,29.2454534,-96.2291474
TEXAS,DALLAS,32.7762719,-96.7968559
TEXAS,TARRANT,32.7513658,-97.335696
TEXAS,MILLS,31.4861082,-98.5527272
TEXAS,CASS,33.0560857,-94.3510366
TEXAS,HENDERSON,32.182598,-95.7893178
TEXAS,NACOGDOCHES,31.5970503,-94.5927451
TEXAS,PANOLA,32.1367712,-94.3130073
TEXAS,RED RIVER,33.571979,-95.0429674
TEXAS,RUSK,32.051377,-94.7906553
TEXAS,SHELBY,31.7716364,-94.1301652
TEXAS,SMITH,32.3402898,-95.2563971
TEXAS,TITUS,33.2040399,-94.9651725
TEXAS,WOOD,32.7577475,-95.3812941
TEXAS,HARDIN,30.3049642,-94.403904
TEXAS,JASPER,30.7485258,-94.000884
TEXAS,LEON,31.2715127,-95.9953382
TEXAS,MONTGOMERY,30.301949,-95.5065944
TEXAS,NEWTON,30.8118989,-93.740504
TEXAS,POLK,30.7642828,-94.8192175
TEXAS,SABINE,31.3325489,-93.8722218
TEXAS,SAN AUGUSTINE,31.3970365,-94.1751389
TEXAS,TRINITY,31.0834452,-95.1219348
TEXAS,EDWARDS,29.9116617,-100.3457636
TEXAS,GILLESPIE,30.2954086,-98.9086643
TEXAS,KENDALL,29.943885,-98.7258845
TEXAS,BASTROP,30.0541116,-97.3887764
TEXAS,COMAL,29.7979704,-98.2690787
TEXAS,DE WITT,29.502765,-97.441469
TEXAS,LAVACA,29.3703333,-96.9334531
TEXAS,LEE,30.3031353,-96.9588587
TEXAS,LA SALLE,28.3391148,-99.0982257
TEXAS,MCMULLEN,28.3138785,-98.5527241
TEXAS,CHAMBERS,29.7191125,-94.5412295
TEXAS,LIBERTY,30.0856736,-94.7856262
TEXAS,ORANGE,30.1228634,-93.9041169
TEXAS,MONTAGUE,33.6205753,-97.7215754
TEXAS,STEPHENS,32.6944793,-98.8200722
TEXAS,DUVAL,27.6708701,-98.5121975
TEXAS,JEFFERSON,29.834772,-94.1704496
VIRGINIA,ACCOMACK,37.7422207,-75.6743538
VIRGINIA,CHARLES CITY,37.3705777,-77.0605098
VIRGINIA,NORTHAMPTON,37.3688433,-75.9265679
VIRGINIA,NORTHUMBERLAND,37.9314992,-76.4836686
VIRGINIA,BRUNSWICK,36.7788996,-77.8670883
VIRGINIA,DINWIDDIE,37.0712818,-77.6480714
VIRGINIA,GREENSVILLE,36.6405713,-77.5768298
VIRGINIA,ISLE OF WIGHT,36.8953677,-76.7248143
VIRGINIA,SOUTHAMPTON,36.6959378,-77.1586002
VIRGINIA,SUFFOLK CITY,36.7427673,-76.6241825
VIRGINIA,SURRY,37.1118778,-76.895924
VIRGINIA,SUSSEX,36.9096897,-77.2741121
VIRGINIA,ALBEMARLE,38.0085107,-78.6086754
VIRGINIA,AMELIA,37.3319664,-78.008448
VIRGINIA,AMHERST,37.5997548,-79.1483701
VIRGINIA,APPOMATTOX,37.3586336,-78.8265053
VIRGINIA,BEDFORD,37.3123905,-79.5399003
VIRGINIA,BUCKINGHAM,37.5558826,-78.5547172
VIRGINIA,CAMPBELL,37.2158191,-79.1165953
VIRGINIA,CAROLINE,38.0320305,-77.362363
VIRGINIA,CHESTERFIELD,37.3859982,-77.578509
VIRGINIA,CUMBERLAND,37.5004191,-78.2469202
VIRGINIA,FLUVANNA,37.8488527,-78.2789994
VIRGINIA,GOOCHLAND,37.7204342,-77.8837984
VIRGINIA,GREENE,38.2954503,-78.4704823
VIRGINIA,HANOVER,37.744783,-77.4464165
VIRGINIA,HENRICO,37.5131191,-77.3465081
VIRGINIA,LOUISA,37.9854441,-77.9486307
VIRGINIA,NELSON,37.7755351,-78.8973622
VIRGINIA,ORANGE,38.2490349,-78.013983
VIRGINIA,POWHATAN,37.5531622,-77.9112655
VIRGINIA,PRINCE EDWARD,37.2293293,-78.4628573
VIRGINIA,SPOTSYLVANIA,38.1880936,-77.6741751
VIRGINIA,ESSEX,37.9140592,-76.9326385
VIRGINIA,GLOUCESTER,37.4452288,-76.5594479
VIRGINIA,JAMES CITY,37.3211485,-76.7972515
VIRGINIA,KING AND QUEEN,37.7196754,-76.8794158
VIRGINIA,KING GEORGE,38.2786312,-77.175356
VIRGINIA,KING WILLIAM,37.6940722,-77.0690284
VIRGINIA,LANCASTER,37.7625738,-76.4723233
VIRGINIA,MATHEWS,37.4481394,-76.331696
VIRGINIA,MIDDLESEX,37.6221412,-76.5904374
VIRGINIA,NEW KENT,37.4974701,-76.9990453
VIRGINIA,RICHMOND,37.5385087,-77.43428
VIRGINIA,WESTMORELAND,38.1153203,-76.7567355
VIRGINIA,CLARKE,39.119728,-77.9926448
VIRGINIA,CULPEPER,38.4912207,-77.9618216
VIRGINIA,FAIRFAX,38.8156356,-77.2836849
VIRGINIA,FAUQUIER,38.7513714,-77.8141221
VIRGINIA,FREDERICK,39.2127031,-78.279166
VIRGINIA,LOUDOUN,39.0984586,-77.6705008
VIRGINIA,MADISON,38.4114615,-78.2846634
VIRGINIA,PAGE,38.6002354,-78.5016516
VIRGINIA,PRINCE WILLIAM,38.7389846,-77.5536743
VIRGINIA,RAPPAHANNOCK,38.6926326,-78.1495818
VIRGINIA,ROCKINGHAM,38.5080288,-78.8949442
VIRGINIA,SHENANDOAH,38.856559,-78.5890893
VIRGINIA,STAFFORD,38.4167265,-77.4579783
VIRGINIA,WARREN,38.9131907,-78.2096656
VIRGINIA,CHESAPEAKE CITY,36.7503719,-76.22857998
VIRGINIA,MECKLENBURG,36.6798483,-78.314746
VIRGINIA,PRINCE GEORGE,37.1815024,-77.2153144
VIRGINIA,VIRGINIA BEACH CITY,36.5943204,-75.8876014
VIRGINIA,CHARLOTTE,37.0416273,-78.6523968
VIRGINIA,FRANKLIN,37.0527719,-79.8813093
VIRGINIA,HALIFAX,36.747244,-78.9425634
VIRGINIA,LUNENBURG,36.9445279,-78.2562001
VIRGINIA,NOTTOWAY,37.1489448,-78.0583926
VIRGINIA,PATRICK,36.6818706,-80.284636
VIRGINIA,PITTSYLVANIA,36.8121678,-79.4364106
VIRGINIA,BLAND,37.1312101,-81.1154109
VIRGINIA,BUCHANAN,37.2600448,-82.0320334
VIRGINIA,CARROLL,36.7365816,-80.7439791
VIRGINIA,DICKENSON,37.1226368,-82.359691
VIRGINIA,FLOYD,36.9157056,-80.3876889
VIRGINIA,GILES,37.3088528,-80.7098781
VIRGINIA,GRAYSON,36.6512208,-81.2114025
VIRGINIA,LEE,36.6841272,-83.0973211
VIRGINIA,MONTGOMERY,38.1803833,-81.3284452
VIRGINIA,PULASKI,37.0580572,-80.7297289
VIRGINIA,RUSSELL,36.9251814,-82.1147841
VIRGINIA,SCOTT,36.7117473,-82.5893052
VIRGINIA,SMYTH,36.8440149,-81.5418453
VIRGINIA,TAZEWELL,37.1236041,-81.5684129
VIRGINIA,WASHINGTON,36.740236,-81.9421666
VIRGINIA,WISE,37.0170633,-82.6103804
VIRGINIA,WYTHE,36.9118401,-81.0639347
VIRGINIA,ALLEGHANY,37.8167022,-80.0227166
VIRGINIA,AUGUSTA,38.1793809,-79.1525761
VIRGINIA,BATH,39.6267975,-78.2279514
VIRGINIA,BOTETOURT,37.5520825,-79.8029569
VIRGINIA,CRAIG,37.4760225,-80.1990826
VIRGINIA,HIGHLAND,38.3841897,-79.5907978
VIRGINIA,ROCKBRIDGE,37.8331804,-79.4622597
VIRGINIA,HENRY,36.6725813,-79.9242922
COLORADO,ADAMS,39.8714085,-104.2701374
COLORADO,ARAPAHOE,39.6416781,-104.3628567
COLORADO,CHEYENNE,38.8307233,-102.6177692
COLORADO,EL PASO,38.8287435,-104.5253456
COLORADO,ELBERT,39.3138822,-104.0868973
COLORADO,KIOWA,38.4411214,-102.7628476
COLORADO,KIT CARSON,39.3080613,-102.62075
COLORADO,LINCOLN,38.9208296,-103.4885462
COLORADO,PHILLIPS,40.5888329,-102.3701723
COLORADO,WASHINGTON,39.9017011,-103.1521676
COLORADO,YUMA,40.0163487,-102.458253
COLORADO,BOULDER,40.0149856,-105.270545
COLORADO,BROOMFIELD,39.9403995,-105.05208
COLORADO,JEFFERSON,39.5699803,-105.2561919
COLORADO,LARIMER,40.6810174,-105.4726907
COLORADO,LOGAN,40.7250975,-103.1221379
COLORADO,MORGAN,40.2407621,-103.8225695
COLORADO,SEDGWICK,40.8698595,-102.3777262
COLORADO,WELD,40.5632344,-104.4835287
COLORADO,JACKSON,40.6531945,-106.3447246
COLORADO,CONEJOS,37.1851939,-106.1655431
COLORADO,BACA,37.3147687,-102.5770885
COLORADO,BENT,37.9421152,-103.0964287
COLORADO,CROWLEY,38.3394806,-103.8263042
COLORADO,LAS ANIMAS,37.3096626,-104.0591427
COLORADO,OTERO,37.8872079,-103.7415268
COLORADO,PROWERS,37.9455797,-102.4130793
COLORADO,PUEBLO,38.2544472,-104.609141
COLORADO,DELTA,38.8368777,-107.8568294
COLORADO,DOLORES,37.7524811,-108.4596087
COLORADO,GARFIELD,39.5462048,-107.8776144
COLORADO,LA PLATA,37.2889732,-107.8539029
COLORADO,MESA,39.0589084,-108.565996
COLORADO,MONTEZUMA,37.3476546,-108.6260849
COLORADO,MONTROSE,38.4375391,-108.2403855
COLORADO,SAN MIGUEL,38.0292476,-108.4712533
COLORADO,ALAMOSA,37.5780995,-105.7890452
COLORADO,SAGUACHE,38.0945348,-106.3563372
CONNECTICUT,FAIRFIELD,41.1412078,-73.2637258
CONNECTICUT,HARTFORD,41.764582,-72.6908547
CONNECTICUT,LITCHFIELD,41.7587013,-73.25978105
CONNECTICUT,NEW HAVEN,41.3082138,-72.9250518
CONNECTICUT,NEW LONDON,41.3556187,-72.0997804
CONNECTICUT,TOLLAND,41.8028937,-72.241671
CONNECTICUT,WINDHAM,41.6993535,-72.1578243
DELAWARE,KENT,39.1156594,-75.484116
DELAWARE,NEW CASTLE,39.6159851,-75.662956
DELAWARE,SUSSEX,38.6908097,-75.3691421
HAWAII,KAUAI,22.05046655,-159.5587678
HAWAII,HONOLULU,21.304547,-157.855676
IDAHO,BANNOCK,42.6936188,-112.2506044
IDAHO,BINGHAM,43.1881598,-112.3598354
IDAHO,BONNEVILLE,43.3993844,-111.4752257
IDAHO,CARIBOU,42.780196,-111.6052607
IDAHO,FRANKLIN,42.1093652,-111.8203389
IDAHO,JEFFERSON,43.8010248,-112.3498022
IDAHO,MADISON,43.7740801,-111.6304151
IDAHO,POWER,42.6769078,-112.8869775
IDAHO,CAMAS,43.4064019,-114.8070143
IDAHO,CASSIA,42.2219306,-113.5777087
IDAHO,GOODING,43.0031041,-114.8286924
IDAHO,JEROME,42.702266,-114.2867043
IDAHO,LINCOLN,43.0138672,-114.1650584
IDAHO,MINIDOKA,42.844092,-113.6059588
IDAHO,TWIN FALLS,42.5704456,-114.4602554
IDAHO,ADA,43.4136539,-116.2367421
IDAHO,ADAMS,44.8677448,-116.4572399
IDAHO,CANYON,43.6435692,-116.7017144
IDAHO,ELMORE,43.3073766,-115.5411027
IDAHO,GEM,44.0123019,-116.3846609
IDAHO,OWYHEE,42.4677336,-116.1590085
IDAHO,PAYETTE,44.0374651,-116.7651123
IDAHO,WASHINGTON,44.3986887,-116.7400859
ILLINOIS,DE WITT,40.1811468,-88.7861844
ILLINOIS,LOGAN,40.1075089,-89.3768539
ILLINOIS,MACON,39.8455208,-88.9602376
ILLINOIS,MARSHALL,41.0324537,-89.2998456
ILLINOIS,MASON,40.2302271,-89.8660433
ILLINOIS,MCLEAN,40.4631789,-88.8196613
ILLINOIS,MENARD,40.0166667,-89.7858065
ILLINOIS,PEORIA,40.6938609,-89.5891008
ILLINOIS,STARK,41.0712135,-89.8066831
ILLINOIS,TAZEWELL,40.5126429,-89.5442084
ILLINOIS,WOODFORD,40.8145359,-89.2074215
ILLINOIS,CHAMPAIGN,40.1164841,-88.2430932
ILLINOIS,FORD,40.4980955,-88.2552987
ILLINOIS,IROQUOIS,40.7351265,-87.8309209
ILLINOIS,KANKAKEE,41.1253903,-87.848682
ILLINOIS,LIVINGSTON,40.8682487,-88.5631125
ILLINOIS,PIATT,39.967291,-88.6072399
ILLINOIS,VERMILION,40.1749809,-87.7323857
ILLINOIS,CLARK,39.3260541,-87.7838526
ILLINOIS,CLAY,38.7340694,-88.4910693
ILLINOIS,COLES,39.5266741,-88.2184999
ILLINOIS,CRAWFORD,39.0131644,-87.7291001
ILLINOIS,CUMBERLAND,39.2744299,-88.2423795
ILLINOIS,DOUGLAS,39.7628415,-88.2170516
ILLINOIS,EDGAR,39.6714952,-87.7340364
ILLINOIS,EFFINGHAM,39.0520902,-88.6029006
ILLINOIS,FAYETTE,39.0001282,-89.0430211
ILLINOIS,JASPER,39.0082423,-88.1552371
ILLINOIS,LAWRENCE,38.710333,-87.7143359
ILLINOIS,MARION,38.6477381,-88.9232112
ILLINOIS,MOULTRIE,39.6391442,-88.6087498
ILLINOIS,RICHLAND,38.7060457,-88.0949352
ILLINOIS,SHELBY,39.3665064,-88.7886278
ILLINOIS,BOONE,42.321246,-88.8235511
ILLINOIS,COOK,41.8197385,-87.756525
ILLINOIS,DE KALB,42.0047639,-89.10989912
ILLINOIS,DU PAGE,42.0189782,-88.1075303
ILLINOIS,GRUNDY,41.2747363,-88.4119361
ILLINOIS,KANE,41.923434,-88.4248315
ILLINOIS,KENDALL,41.5853584,-88.4319488
ILLINOIS,LA SALLE,41.3333679,-89.0917497
ILLINOIS,LAKE,42.3327033,-87.9939552
ILLINOIS,MCHENRY,42.3294391,-88.4605713
ILLINOIS,WILL,41.4194058,-87.9994754
ILLINOIS,BUREAU,41.4016294,-89.5341179
ILLINOIS,CARROLL,42.0647352,-89.9556785
ILLINOIS,HENRY,41.3418549,-90.1177442
ILLINOIS,JO DAVIESS,42.3506664,-90.1743742
ILLINOIS,LEE,41.74731105,-89.28602959
ILLINOIS,MERCER,41.2019729,-90.7398717
ILLINOIS,OGLE,42.0397014,-89.3138599
ILLINOIS,PUTNAM,41.2025915,-89.2676414
ILLINOIS,ROCK ISLAND,41.4411786,-90.5766144
ILLINOIS,STEPHENSON,42.3503474,-89.6735637
ILLINOIS,WHITESIDE,41.7612332,-89.9214744
ILLINOIS,WINNEBAGO,42.3255276,-89.1496574
ILLINOIS,EDWARDS,38.410254,-88.0584362
ILLINOIS,FRANKLIN,37.9765409,-88.9335327
ILLINOIS,GALLATIN,37.7509507,-88.2264519
ILLINOIS,HAMILTON,38.0619569,-88.5301136
ILLINOIS,HARDIN,37.4999684,-88.23783528
ILLINOIS,JEFFERSON,38.3010487,-88.9344303
ILLINOIS,MASSAC,37.2177417,-88.7163312
ILLINOIS,POPE,37.3933531,-88.5904425
ILLINOIS,SALINE,37.750075,-88.5302584
ILLINOIS,WABASH,38.4615994,-87.8460903
ILLINOIS,WAYNE,38.4251958,-88.4197678
ILLINOIS,WHITE,38.0632329,-88.1577725
ILLINOIS,ALEXANDER,37.1801529,-89.3502834
ILLINOIS,CLINTON,38.5896187,-89.420064
ILLINOIS,JACKSON,37.7668943,-89.3563845
ILLINOIS,JOHNSON,37.4501818,-88.8844045
ILLINOIS,MONROE,38.2722313,-90.1792484
ILLINOIS,PERRY,38.0772859,-89.3760499
ILLINOIS,PULASKI,37.2314232,-89.1183427
ILLINOIS,RANDOLPH,38.0472916,-89.8107962
ILLINOIS,ST CLAIR,38.4616972,-89.9324347
ILLINOIS,UNION,37.4616454,-89.2504793
ILLINOIS,WASHINGTON,38.3662806,-89.4201902
ILLINOIS,WILLIAMSON,37.7376325,-88.9294452
ILLINOIS,ADAMS,39.9787786,-91.2110065
ILLINOIS,BROWN,39.9498214,-90.7485656
ILLINOIS,FULTON,40.4714305,-90.1845556
ILLINOIS,HANCOCK,40.3941712,-91.1458063
ILLINOIS,HENDERSON,40.8156124,-90.9104547
ILLINOIS,KNOX,40.920889,-90.2202325
ILLINOIS,MCDONOUGH,40.4376858,-90.6780272
ILLINOIS,SCHUYLER,40.1370869,-90.5697373
ILLINOIS,WARREN,40.8442828,-90.6168408
ILLINOIS,BOND,38.8630331,-89.4391416
ILLINOIS,CALHOUN,39.1397507,-90.6506113
ILLINOIS,CASS,39.9682127,-90.250722
ILLINOIS,CHRISTIAN,39.5212598,-89.2829783
ILLINOIS,GREENE,39.3573664,-90.3898985
ILLINOIS,JERSEY,39.0848464,-90.3303344
ILLINOIS,MACOUPIN,39.2420653,-89.925212
ILLINOIS,MADISON,38.811063,-89.9017112
ILLINOIS,MONTGOMERY,39.2052633,-89.5057126
ILLINOIS,MORGAN,39.7062265,-90.190335
ILLINOIS,PIKE,39.6108707,-90.8538306
ILLINOIS,SANGAMON,39.7623668,-89.6454905
ILLINOIS,SCOTT,39.6333408,-90.4753685
INDIANA,BARTHOLOMEW,39.1914156,-85.8204601
INDIANA,BOONE,40.0459913,-86.4650842
INDIANA,CLINTON,40.2992769,-86.4692735
INDIANA,DECATUR,39.2862128,-85.4943058
INDIANA,GRANT,40.5114735,-85.6540606
INDIANA,HAMILTON,40.0749813,-86.0498885
INDIANA,HANCOCK,39.8127873,-85.7874738
INDIANA,HENDRICKS,39.7565309,-86.5173641
INDIANA,HOWARD,40.4787061,-86.1350343
INDIANA,JOHNSON,39.4891804,-86.1079903
INDIANA,MADISON,40.1624531,-85.7260804
INDIANA,MARION,40.5583739,-85.6591442
INDIANA,MORGAN,39.4665575,-86.4556794
INDIANA,RUSH,39.6220357,-85.4731911
INDIANA,SHELBY,39.493485,-85.8190596
INDIANA,TIPTON,40.2899154,-86.058442
INDIANA,BLACKFORD,40.4692826,-85.3305529
INDIANA,DELAWARE,39.1478313,-85.2071816
INDIANA,FAYETTE,39.619235,-85.179378
INDIANA,HENRY,39.9297608,-85.4043542
INDIANA,JAY,40.4370864,-85.0212356
INDIANA,RANDOLPH,40.1560108,-85.011566
INDIANA,UNION,39.6196086,-84.9292376
INDIANA,WAYNE,39.8638778,-85.0198586
INDIANA,CARROLL,40.5802239,-86.5693296
INDIANA,CASS,40.7808235,-86.3449159
INDIANA,ELKHART,41.6012796,-85.8590603
INDIANA,FULTON,41.0421416,-86.2875206
INDIANA,KOSCIUSKO,41.2351957,-85.8529731
INDIANA,MARSHALL,41.322843,-86.2809625
INDIANA,MIAMI,40.6144919,-86.1059443
INDIANA,ST. JOSEPH,41.5941578,-86.2787334
INDIANA,WABASH,40.8065352,-85.7833563
INDIANA,ADAMS,40.7371667,-84.9347295
INDIANA,ALLEN,41.0975573,-85.0562084
INDIANA,DE KALB,41.5280047,-85.814309
INDIANA,HUNTINGTON,40.8008286,-85.5018494
INDIANA,LAGRANGE,41.6372578,-85.4216948
INDIANA,NOBLE,41.3990708,-85.4193348
INDIANA,STEUBEN,41.6414101,-85.0023642
INDIANA,WELLS,40.7013353,-85.2116102
INDIANA,WHITLEY,41.1238216,-85.5035187
INDIANA,BENTON,40.6034281,-87.3235164
INDIANA,JASPER,41.0321808,-87.1066598
INDIANA,LA PORTE,41.6105983,-86.7225227
INDIANA,LAKE,41.72812615,-84.82771265
INDIANA,NEWTON,40.939576,-87.3966953
INDIANA,PORTER,41.4457032,-87.0724971
INDIANA,PULASKI,41.031393,-86.6990692
INDIANA,STARKE,41.2753164,-86.6457565
INDIANA,WHITE,40.7422434,-86.8713913
INDIANA,BROWN,39.1682855,-86.2297004
INDIANA,CRAWFORD,38.304425,-86.444022
INDIANA,FLOYD,38.3176799,-85.8996295
INDIANA,HARRISON,38.1816187,-86.1066917
INDIANA,JACKSON,38.9023184,-86.0650856
INDIANA,LAWRENCE,38.8400395,-86.4880717
INDIANA,MONROE,39.1296076,-86.5186372
INDIANA,ORANGE,38.5421361,-86.4953216
INDIANA,PERRY,38.0893386,-86.632911
INDIANA,WASHINGTON,38.5612578,-86.1179768
INDIANA,CLARK,38.4941217,-85.7169081
INDIANA,DEARBORN,39.1340338,-84.9820997
INDIANA,FRANKLIN,39.4149034,-85.0563234
INDIANA,JEFFERSON,38.8166724,-85.4299489
INDIANA,JENNINGS,38.9957749,-85.6359201
INDIANA,OHIO,38.9480496,-84.9581728
INDIANA,RIPLEY,39.0846316,-85.2691784
INDIANA,SCOTT,38.6727039,-85.7444145
INDIANA,SWITZERLAND,38.8249258,-85.0373975
INDIANA,DAVIESS,38.6776099,-87.0813484
INDIANA,DUBOIS,38.3644324,-86.8870278
INDIANA,GIBSON,38.3079744,-87.5775949
INDIANA,GREENE,39.0227107,-86.9958489
INDIANA,KNOX,38.687009,-87.3811461
INDIANA,MARTIN,38.6705579,-86.8022436
INDIANA,PIKE,38.4159433,-87.214144
INDIANA,POSEY,38.0145359,-87.8543645
INDIANA,SPENCER,38.0288806,-86.9976446
INDIANA,SULLIVAN,39.0492722,-87.4172644
INDIANA,VANDERBURGH,38.0461185,-87.5806553
INDIANA,WARRICK,38.0906065,-87.2758933
INDIANA,CLAY,39.3864958,-87.1025862
INDIANA,FOUNTAIN,40.125252,-87.2497418
INDIANA,MONTGOMERY,40.0361447,-86.9007083
INDIANA,OWEN,39.2984518,-86.8508562
INDIANA,PARKE,39.7686321,-87.2158436
INDIANA,PUTNAM,39.6666195,-86.8374032
INDIANA,TIPPECANOE,40.3916066,-86.8879689
INDIANA,VERMILLION,39.8763626,-87.4635672
INDIANA,VIGO,39.4174652,-87.3974269
INDIANA,WARREN,40.3424546,-87.3564255
IOWA,BOONE,42.0171798,-93.9254114
IOWA,DALLAS,41.6744179,-94.0394437
IOWA,GRUNDY,42.4132701,-92.7808666
IOWA,HAMILTON,42.382945,-93.7083849
IOWA,HARDIN,42.3840463,-93.2293918
IOWA,JASPER,41.6791308,-93.0647786
IOWA,MARSHALL,42.0378125,-92.9915704
IOWA,POLK,41.6765808,-93.5921448
IOWA,POWESHIEK,41.6816512,-92.5435034
IOWA,STORY,42.0161612,-93.489194
IOWA,TAMA,42.0568108,-92.5433918
IOWA,WEBSTER,42.4326072,-94.184316
IOWA,BENTON,42.0599693,-92.0776319
IOWA,CEDAR,41.7608608,-91.1263198
IOWA,CLINTON,41.9054695,-90.5599971
IOWA,IOWA,41.6683126,-91.57952674
IOWA,JACKSON,42.1420382,-90.5480067
IOWA,JOHNSON,41.6683126,-91.57952674
IOWA,JONES,42.1081969,-91.1427196
IOWA,LINN,42.0631825,-91.6037932
IOWA,MUSCATINE,41.4776121,-91.1210053
IOWA,SCOTT,41.6251843,-90.6164201
IOWA,BUTLER,42.7336512,-92.7819493
IOWA,CERRO GORDO,43.0742443,-93.2548746
IOWA,FLOYD,43.0587894,-92.7830539
IOWA,FRANKLIN,42.7285907,-93.2513168
IOWA,HANCOCK,43.0847702,-93.7363674
IOWA,HUMBOLDT,42.7756032,-94.1956133
IOWA,KOSSUTH,43.1825351,-94.209098
IOWA,MITCHELL,43.3206744,-92.869289
IOWA,WINNEBAGO,43.3747879,-93.7316088
IOWA,WORTH,43.3696764,-93.2658698
IOWA,WRIGHT,42.7404452,-93.7325849
IOWA,ALLAMAKEE,43.2961731,-91.3961856
IOWA,BLACK HAWK,42.4607526,-92.3030235
IOWA,BREMER,42.7669649,-92.3099856
IOWA,BUCHANAN,42.4634928,-91.8449198
IOWA,CHICKASAW,43.05994,-92.316679
IOWA,CLAYTON,42.8547706,-91.3667151
IOWA,DELAWARE,42.4663805,-91.3621282
IOWA,DUBUQUE,42.5006243,-90.6647985
IOWA,FAYETTE,42.8420766,-91.850265
IOWA,HOWARD,43.3353641,-92.3230007
IOWA,WINNESHIEK,43.2677179,-91.8563139
IOWA,BUENA VISTA,42.7445814,-95.1127525
IOWA,CHEROKEE,42.7247968,-95.6249803
IOWA,CLAY,43.0809373,-95.1407762
IOWA,DICKINSON,43.3753018,-95.1654279
IOWA,EMMET,43.3707528,-94.6749933
IOWA,LYON,43.3747071,-96.2081917
IOWA,O BRIEN,43.0755779,-95.6277063
IOWA,OSCEOLA,43.3684613,-95.6299944
IOWA,PALO ALTO,43.0762829,-94.6625047
IOWA,PLYMOUTH,42.7369124,-96.2213607
IOWA,POCAHONTAS,42.7262681,-94.6477383
IOWA,SIOUX,43.0574079,-96.1602368
IOWA,APPANOOSE,40.7455904,-92.8649061
IOWA,CLARKE,41.0152092,-93.7842976
IOWA,DECATUR,40.7418231,-93.7994193
IOWA,LUCAS,41.0147422,-93.3427643
IOWA,MADISON,41.3133406,-94.0167968
IOWA,MARION,41.3144108,-93.1010141
IOWA,MONROE,41.5222145,-93.1018684
IOWA,RINGGOLD,40.7399875,-94.2547473
IOWA,UNION,41.015699,-94.2472694
IOWA,WARREN,41.3138645,-93.5685324
IOWA,WAYNE,40.7436612,-93.343458
IOWA,DAVIS,40.7474784,-92.3965311
IOWA,DES MOINES,41.5910323,-93.6046655
IOWA,HENRY,40.9778301,-91.5511282
IOWA,JEFFERSON,41.0131342,-91.9718642
IOWA,KEOKUK,41.3154792,-92.1867128
IOWA,LEE,40.6524894,-91.507313
IOWA,LOUISA,41.206668,-91.2683976
IOWA,MAHASKA,41.314939,-92.6489935
IOWA,VAN BUREN,40.749202,-91.9689529
IOWA,WAPELLO,41.0137597,-92.4140217
IOWA,WASHINGTON,41.3160082,-91.7340327
